Symbol,Company Name,Industry,Market Cap
ATNX,Athenex,Drug Manufacturers - Specialty & Generic,10482484
ATO,Atmos Energy,Utilities - Regulated Gas,16745810573
ATOM,Atomera,Semiconductor Equipment & Materials,135483516
ATOS,Atossa Therapeutics,Biotechnology,91295904
ATR,AptarGroup,Medical Instruments & Supplies,7740918311
ATRA,Atara Biotherapeutics,Biotechnology,228043968
ATRC,AtriCure,Medical Instruments & Supplies,1970292080
ATRI,Atrion,Medical Instruments & Supplies,1135080097
ATRO,Astronics,Aerospace & Defense,498359893
ATSG,Air Transport Services Group,Airlines,1495792277
ATTO,Atento,Specialty Business Services,25229478
ATUS,Altice USA,Telecom Services,1400417233
ATVI,Activision Blizzard,Electronic Gaming & Multimedia,66624074941
ATXG,Addentax Group,Integrated Freight & Logistics,32336718
ATXI,Avenue Therapeutics,Biotechnology,6776331
ATXS,Astria Therapeutics,Biotechnology,334720932
ATY,AcuityAds Holdings,Advertising Agencies,90894240
AU,AngloGold Ashanti,Gold,11289695508
AUB,Atlantic Union Bankshares,Banks - Regional,2564524483
AUBN,Auburn National Bancorporation,Banks - Regional,83495988
AUD,Audacy,Broadcasting,16622430
AUDC,AudioCodes,Communication Equipment,404081496
AUGX,Augmedix,Health Information Services,63634740
AUID,authID,Software - Infrastructure,9345391
AULT,Ault Alliance,Aerospace & Defense,39469800
AUMN,Golden Minerals Company,Other Precious Metals & Mining,42207377
AUPH,Aurinia Pharmaceuticals,Biotechnology,1572624222
AUR,Aurora Innovation,Information Technology Services,1558022335
AURA,Aura Biosciences,Biotechnology,325080860
AURC,Aurora Acquisition,Shell Companies,91158948
AUST,Austin Gold,Gold,16058878
AUTL,Autolus Therapeutics,Biotechnology,311535014
AUUD,Auddia,Software - Application,6812156
AUVI,Applied UV,"Furnishings, Fixtures & Appliances",14928145
AVA,Avista,Utilities - Diversified,3353189268
AVAC,Avalon Acquisition,Shell Companies,272796475
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,219313629
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2956053420
AVAV,AeroVironment,Aerospace & Defense,2698953120
AVB,AvalonBay Communities,REIT - Residential,23798992800
AVD,American Vanguard,Agricultural Inputs,639336609
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,725410889
AVDX,AvidXchange Holdings,Software - Infrastructure,1476055859
AVGO,Broadcom,Semiconductors,257117030800
AVGR,Avinger,Medical Instruments & Supplies,6331665
AVHI,Achari Ventures Holdings I,Shell Companies,132000000
AVID,Avid Technology,Electronic Gaming & Multimedia,1412258924
AVIR,Atea Pharmaceuticals,Biotechnology,273360448
AVNS,Avanos Medical,Medical Devices,1389268221
AVNT,Avient,Specialty Chemicals,3655626227
AVNW,Aviat Networks,Communication Equipment,387782059
AVO,Mission Produce,Food Distribution,780186137
AVPT,AvePoint,Software - Infrastructure,751839082
AVRO,AVROBIO,Biotechnology,39238587
AVT,Avnet,Electronics & Computer Distribution,4007905045
AVTA,Avantax,Asset Management,1317140224
AVTE,Aerovate Therapeutics,Biotechnology,446375076
AVTR,Avantor,Specialty Chemicals,14358913441
AVTX,Avalo Therapeutics,Biotechnology,36301375
AVXL,Anavex Life Sciences,Biotechnology,597725855
AVY,Avery Dennison,Business Equipment & Supplies,14371703710
AWH,Aspira Women's Health,Diagnostics & Research,46959856
AWI,Armstrong World Industries,Building Products & Equipment,3187042362
AWIN,AERWINS Technologies,Scientific & Technical Instruments,52597472
AWK,American Water Works Company,Utilities - Regulated Water,29356058467
AWR,American States Water Company,Utilities - Regulated Water,3445821397
AWRE,Aware,Software - Application,35059813
AWX,Avalon Holdings,Waste Management,10751896
AX,Axos Financial,Banks - Regional,2200825676
AXAC,AXIOS Sustainable Growth Acquisition,Shell Companies,87611264
AXDX,Accelerate Diagnostics,Medical Devices,66073422
AXGN,AxoGen,Medical Devices,430279190
AXL,American Axle & Manufacturing Holdings,Auto Parts,869103600
AXLA,Axcella Health,Biotechnology,26979901
AXNX,Axonics,Medical Devices,2744500548
AXON,Axon Enterprise,Aerospace & Defense,16191438084
AXP,American Express Company,Credit Services,118522270591
AXR,AMREP,Real Estate - Development,79349141
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,4724232764
AXSM,Axsome Therapeutics,Biotechnology,2769390060
AXTA,Axalta Coating Systems,Specialty Chemicals,6742086000
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,162454182
AY,Atlantica Sustainable Infrastructure,Utilities - Renewable,3231376460
AYI,Acuity Brands,Electrical Equipment & Parts,5071192884
AYRO,"Ayro, Inc.",Auto Manufacturers,20543710
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,8388758
AYX,Alteryx,Software - Application,3621325334
AZ,A2Z Smart Technologies,Aerospace & Defense,39919437
AZEK,The AZEK Company,Building Products & Equipment,3831505760
AZN,AstraZeneca,Drug Manufacturers - General,228633133220
AZO,AutoZone,Specialty Retail,47813598553
AZPN,Aspen Technology,Software - Application,15826219442
AZRE,Azure Power Global,Utilities - Renewable,147571450
AZTA,Azenta,Medical Instruments & Supplies,3083393708
AZUL,Azul S.A.,Airlines,861040410
AZYO,Aziyo Biologics,Medical Devices,22828182
AZZ,AZZ Inc.,Metal Fabrication,978851740
B,Barnes Group,Specialty Industrial Machinery,2047895316
BA,The Boeing Company,Aerospace & Defense,127229249276
BABA,Alibaba Group Holding,Internet Retail,242811003003
BAC,Bank of America,Banks - Diversified,227819498045
BACA,Berenson Acquisition I,Shell Companies,351784145
BACK,IMAC Holdings,Medical Care Facilities,5051601
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,198712624
BAFN,BayFirst Financial,Banks - Regional,60172733
BAH,Booz Allen Hamilton Holding,Consulting Services,12780507120
BAK,Braskem,Chemicals,3328550720
BALL,Ball Corporation,Packaging & Containers,15955546656
BALY,Bally's,Resorts & Casinos,831430740
BAM,Brookfield Asset Management,Asset Management,12724498857
BANC,Banc of California,Banks - Regional,709621152
BAND,Bandwidth,Software - Infrastructure,348470640
BANF,BancFirst,Banks - Regional,2696772015
BANL,CBL International,Energy,346750000
BANR,Banner,Banks - Regional,1773647967
BANX,ArrowMark Financial,Asset Management,128699656
BAOS,Baosheng Media Group Holdings,Advertising Agencies,5137464
BAP,Credicorp,Banks - Regional,10382554976
BARK,"BARK, Inc.",Specialty Retail,216757400
BASE,Couchbase,Software - Infrastructure,677363445
BATL,Battalion Oil,Oil & Gas E&P,133578060
BAX,Baxter International,Medical Instruments & Supplies,21570666751
BB,BlackBerry,Software - Infrastructure,2541915410
BBAI,BigBear.ai Holdings,Information Technology Services,435749135
BBAR,Banco BBVA Argentina,Banks - Regional,939490163
BBBY,Bed Bath & Beyond,Specialty Retail,119916412
BBCP,Concrete Pumping Holdings,Engineering & Construction,369030600
BBD,Banco Bradesco,Banks - Regional,30117424732
BBDC,Barings BDC,Credit Services,807211680
BBDO,Banco Bradesco,Banks - Regional,27744827761
BBGI,Beasley Broadcast Group,Broadcasting,23011769
BBIG,Vinco Ventures,Leisure,59831816
BBIO,BridgeBio Pharma,Biotechnology,2431790339
BBLG,Bone Biologics,Medical Devices,4130627
BBLN,Babylon Holdings,Health Information Services,183224096
BBSI,Barrett Business Services,Staffing & Employment Services,612687240
BBU,Brookfield Business Partners L.P.,Conglomerates,1352724552
BBUC,Brookfield Business,Asset Management,1462749835
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,43471315016
BBW,Build-A-Bear Workshop,Specialty Retail,372595104
BBWI,Bath & Body Works,Specialty Retail,8320219420
BBY,Best Buy Co.,Specialty Retail,15954425820
BC,Brunswick,Recreational Vehicles,5756080487
BCAB,BioAtla,Biotechnology,157579501
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,86395356
BCBP,BCB Bancorp,Banks - Regional,193751928
BCC,Boise Cascade Company,Building Materials,2557180525
BCDA,BioCardia,Biotechnology,38549530
BCE,BCE Inc.,Telecom Services,42898836641
BCEL,Atreca,Biotechnology,36180697
BCH,Banco de Chile,Banks - Regional,9884513293
BCLI,Brainstorm Cell Therapeutics,Biotechnology,96505483
BCML,BayCom,Banks - Regional,214916490
BCO,The Brink's Company,Security & Protection Services,3046058400
BCOV,Brightcove,Software - Application,183700482
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,51710635
BCPC,Balchem,Specialty Chemicals,4078114838
BCRX,BioCryst Pharmaceuticals,Biotechnology,1571681407
BCS,Barclays,Banks - Diversified,29685172493
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,427682700
BCSF,Bain Capital Specialty Finance,Asset Management,765708878
BCTX,BriaCell Therapeutics,Biotechnology,110798520
BCYC,Bicycle Therapeutics,Biotechnology,601622844
BDC,Belden,Communication Equipment,3466393436
BDL,Flanigan's Enterprises,Restaurants,52042200
BDN,Brandywine Realty Trust,REIT - Office,712671200
BDRX,Biodexa Pharmaceuticals,Biotechnology,1247594
BDSX,Biodesix,Diagnostics & Research,131777574
BDTX,Black Diamond Therapeutics,Biotechnology,55852344
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,72068526762
BE,Bloom Energy,Electrical Equipment & Parts,3825120037
BEAM,Beam Therapeutics,Biotechnology,2153828600
BEAT,HeartBeam,Health Information Services,17112306
BECN,Beacon Roofing Supply,Building Products & Equipment,3787632640
BEDU,Bright Scholar Education Holdings,Education & Training Services,70778082
BEEM,Beam Global,Solar,119935728
BEKE,KE Holdings,Real Estate Services,21406115226
BELFA,Bel Fuse,Electronic Components,451248972
BELFB,Bel Fuse,Electronic Components,449019436
BEN,Franklin Resources,Asset Management,13219458783
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,19807114199
BEPC,Brookfield Renewable,Utilities - Renewable,5754170623
BERY,Berry Global Group,Packaging & Containers,7050912000
BEST,BEST Inc.,Trucking,50500500
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,30130542617
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,30148475966
BFAC,Battery Future Acquisition,Shell Companies,540269948
BFAM,Bright Horizons Family Solutions,Personal Services,4371607324
BFC,Bank First,Banks - Regional,726361020
BFH,Bread Financial Holdings,Credit Services,1367221768
BFI,BurgerFi International,Restaurants,30731799
BFIN,BankFinancial,Banks - Regional,108533700
BFLY,Butterfly Network,Medical Devices,526909569
BFRG,Bullfrog AI Holdings,Health Information Services,172686679
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,15885905
BFS,Saul Centers,REIT - Retail,1233044928
BFST,Business First Bancshares,Banks - Regional,408042375
BG,Bunge,Farm Products,14172504780
BGCP,BGC Partners,Capital Markets,1578419328
BGFV,Big 5 Sporting Goods,Specialty Retail,183231580
BGI,Birks Group,Luxury Goods,152095704
BGNE,BeiGene,Biotechnology,26626039200
BGRY,Berkshire Grey,Specialty Industrial Machinery,334543751
BGS,B&G Foods,Packaged Foods,1165448684
BGSF,"BGSF, Inc.",Staffing & Employment Services,107251606
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,204903820
BH,Biglari Holdings,Restaurants,512723597
BH.A,Biglari Holdings,Restaurants,517610831
BHAC,Crixus BH3 Acquisition Company,Shell Companies,110209024
BHAT,Fujian Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,9479950
BHB,Bar Harbor Bankshares,Banks - Regional,380683665
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,2683390199
BHE,Benchmark Electronics,Electronic Components,802354800
BHF,Brighthouse Financial,Insurance - Life,2876437032
BHG,Bright Health Group,Healthcare Plans,121779951
BHIL,Benson Hill,Agricultural Inputs,215140640
BHLB,Berkshire Hills Bancorp,Banks - Regional,1042365080
BHM,Bluerock Homes Trust,,69797182
BHP,BHP Group,Other Industrial Metals & Mining,223032408815
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,319181395
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,884033948
BIAF,bioAffinity Technologies,Diagnostics & Research,13794609
BIDU,Baidu,Internet Content & Information,49960048037
BIG,Big Lots,Discount Stores,318154552
BIGC,BigCommerce Holdings,Software - Application,609777249
BIIB,Biogen,Drug Manufacturers - General,41292653940
BILI,Bilibili,Electronic Gaming & Multimedia,8197342448
BILL,Bill.com Holdings,Software - Application,7957672800
BIMI,BIMI International Medical,Pharmaceutical Retailers,2058074
BIO,Bio-Rad Laboratories,Medical Devices,14081981975
BIOC,Biocept,Diagnostics & Research,5799992
BIOL,BIOLASE,Medical Devices,6450042
BIOR,Biora Therapeutics,Biotechnology,30280957
BIOS,BioPlus Acquisition,Shell Companies,305996379
BIOX,Bioceres Crop Solutions,Agricultural Inputs,702953010
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,15884045654
BIPC,Brookfield Infrastructure,Utilities - Regulated Gas,4799756880
BIRD,Allbirds,Apparel Retail,184453260
BITE,Bite Acquisition,Shell Companies,88979846
BITF,Bitfarms,Capital Markets,262223491
BIVI,BioVie,Biotechnology,272332275
BJ,BJ's Wholesale Club Holdings,Discount Stores,10013341120
BJDX,Bluejay Diagnostics,Medical Devices,7977003
BJRI,BJ's Restaurants,Restaurants,656475840
BK,The Bank of New York Mellon Corporation,Asset Management,36649152547
BKCC,BlackRock Capital Investment,Asset Management,255453102
BKD,Brookdale Senior Living,Medical Care Facilities,780628137
BKE,The Buckle,Apparel Retail,1704410436
BKH,Black Hills,Utilities - Diversified,4351787216
BKI,Black Knight,Software - Application,8683584000
BKKT,Bakkt Holdings,Software - Infrastructure,128369280
BKNG,Booking Holdings,Travel Services,95899886900
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,29578184064
BKSC,Bank of South Carolina,Banks - Regional,84062579
BKSY,BlackSky Technology,Scientific & Technical Instruments,187995600
BKTI,BK Technologies,Communication Equipment,43515392
BKU,BankUnited,Banks - Regional,1573952796
BKYI,BIO-key International,Security & Protection Services,7674030
BL,BlackLine,Software - Application,3665459952
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,86673030
BLBD,Blue Bird,Auto Manufacturers,608289579
BLBX,Blackboxstocks,Software - Application,32994038
BLCM,Bellicum Pharmaceuticals,Biotechnology,2678609
BLCO,Bausch + Lomb,Medical Instruments & Supplies,5691016130
BLD,TopBuild,Engineering & Construction,6321188160
BLDE,Blade Air Mobility,Airports & Air Services,198856631
BLDP,Ballard Power Systems,Specialty Industrial Machinery,1507137190
BLDR,Builders FirstSource,Building Products & Equipment,12825455160
BLEU,bleuacacia ltd,Shell Companies,353279969
BLFS,BioLife Solutions,Medical Instruments & Supplies,852754040
BLFY,Blue Foundry Bancorp,Banks - Regional,265598880
BLIN,Bridgeline Digital,Software - Infrastructure,9584192
BLK,BlackRock,Asset Management,100052668920
BLKB,Blackbaud,Software - Application,3571319049
BLMN,Bloomin' Brands,Restaurants,2178002101
BLND,Blend Labs,Software - Application,196608940
BLNG,Belong Acquisition,Shell Companies,85946364
BLNK,Blink Charging Co.,Engineering & Construction,455148330
BLPH,Bellerophon Therapeutics,Biotechnology,115975020
BLRX,BioLineRx,Biotechnology,65837742
BLTE,Belite Bio,Biotechnology,729360842
BLU,BELLUS Health,Biotechnology,879710150
BLUA,BlueRiver Acquisition,Shell Companies,277009670
BLUE,bluebird bio,Biotechnology,296772300
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,638586468
BLZE,Backblaze,Software - Infrastructure,159838000
BMA,Banco Macro,Banks - Regional,2346508359
BMAC,Black Mountain Acquisition,Shell Companies,360525010
BMAQ,Blockchain Moon Acquisition,Shell Companies,157525200
BMBL,Bumble,Software - Application,3251123580
BMEA,Biomea Fusion,Biotechnology,884672172
BMI,Badger Meter,Scientific & Technical Instruments,3578701376
BMO,Bank of Montreal,Banks - Diversified,63629557780
BMR,Beamr Imaging,,20093138
BMRA,Biomerica,Medical Devices,29085971
BMRC,Bank of Marin Bancorp,Banks - Regional,337021737
BMRN,BioMarin Pharmaceutical,Biotechnology,18272380056
BMTX,BM Technologies,Software - Application,37939040
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,147672690753
BN,Brookfield,Asset Management,50209164974
BNED,Barnes & Noble Education,Specialty Retail,82588751
BNGO,Bionano Genomics,Diagnostics & Research,330738129
BNIX,Bannix Acquisition,Shell Companies,56727024
BNL,Broadstone Net Lease,REIT - Diversified,3186181099
BNMV,BitNile Metaverse,Oil & Gas Integrated,7100564
BNNR,Banner Acquisition,Shell Companies,201175885
BNOX,Bionomics,Biotechnology,18442665
BNR,Burning Rock Biotech,Diagnostics & Research,306602500
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,1661454130
BNRG,Brenmiller Energy,Utilities - Renewable,32446632
BNS,The Bank of Nova Scotia,Banks - Diversified,60314973600
BNSO,Bonso Electronics International,Scientific & Technical Instruments,14231567
BNTC,Benitec Biopharma,Biotechnology,5884474
BNTX,BioNTech SE,Biotechnology,30319455140
BOAC,Bluescape Opportunities Acquisition,Shell Companies,224965514
BOC,Boston Omaha,Advertising Agencies,675279346
BOCN,Blue Ocean Acquisition,Shell Companies,248335826
BODY,The Beachbody Company,Internet Content & Information,139317885
BOH,Bank of Hawaii,Banks - Regional,2016942247
BOKF,BOK Financial,Banks - Regional,5449313280
BOLT,Bolt Biotherapeutics,Biotechnology,53478478
BON,Bon Natural Life,Packaged Foods,23471142
BOOM,DMC Global,Oil & Gas Equipment & Services,387234024
BOOT,Boot Barn Holdings,Apparel Retail,2166663317
BORR,Borr Drilling,Oil & Gas Drilling,2047461094
BOSC,B.O.S. Better Online Solutions,Communication Equipment,15394104
BOTJ,Bank of the James Financial Group,Banks - Regional,47214413
